equipnum,serialnum,apprtype,owner_name,region_name,substn_name,designation,norm_name,fluidtype,eqp_desc,mfr,year_mfg,model,kv_ratings,mva_ratings,ratedkv,ratedamps,oilpres,cooling,fluidvol,has_filtration,temp_rise,triphase,pct_impedance_hx,external_id,in_service,spare,surveillance,eqp_remarks
670,P013261,XFMR,,4kv,,,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,GE,,,23.9,,0.000,,,,0,0,,1,,,1,,,
674,3622724,XFMR,,4kv,,,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,,,,23.9,,0.000,,,,0,,,1,,,1,,,
675,3622723,XFMR,,4kv,,,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,,,,23.9,,0.000,,,,0,,,1,,,1,,,
676,3622722,XFMR,,4kv,,,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,,,,23.9,,0.000,,,,0,,,1,,,1,,,
307,Q115203-TVH,XFMR,,4kv,,,TRN_IEEE_INC_69KV,OIL,,GE,,,,,0.000,,,,0,,,,,GAF INDUSTRIES,,,,
663,17891-001,XFMR,,4kv,,,TRN_IEEE_INC_69KV,OIL,,CARTE,,,,,0.000,,,,0,,,,,,,,,
585,99J892137,XFMR,,4kv,,,TRN_IEEE_INC_69KV,OIL,,ABB,,,,,0.000,,,,0,,,,,,,,,
660,3775099,XFMR,,4kv,,,TRN_IEEE_INC_69KV,OIL,,WESTINGHOUSE,,,,,15.200,,,,875,,,,,,,,,
664,C011158,XFMR,,4kv,,,,OIL,,,1994,,,,,,,,,,,,,,,,,
520,7350420,XFMR,,4kv,,,TRN_IEEE_INC_69KV,OIL,,WESTINGHOUSE,,,,,0.000,,,,0,,,,,,,,,
383,30307621950,XFMR,,4kv,68-55-814,,TRN_CPS_ESTER_INC_69KV,ESTER,,ERMCO,,,,,24.900,,,,0,,,,,BIO TRANS,,,,
469,0240464TNJ,XFMR,,4kv,9654-802,,TRN_IEEE_INC_69KV,OIL,,GE,,,,,0.000,,,,0,,,,,,,,,
661,3775099TC,LTC,,,???,,LTC_GENERIC,OIL,POWER TRANSFORMER,WESTINGHOUSE,,,,,0.000,,FREE-BREATHING,,0,0,,1,,,1,,,
10049543,70695-A,LTC,,OLTC,AIRPORT,T2,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2000,RMV,161.7,67.2,161.000,,DESSICANT-BREATHING,OTHER,0,0,,1,,T2,1,0,0,
10049543,70695-A,XFMR,,161/69,AIRPORT,T2,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,WAUKESHA,2000,,161.7,67.2,161.000,,CONSERVATOR/DIAPHRAGM,OA/FA/FA,8500,0,,1,,T-2,1,0,,
10049544,70695-B,LTC,,OLTC,AIRPORT,T3,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2000,RMV,161.7,67.2,161.700,,DESSICANT-BREATHING,OTHER,0,0,,1,,T3,1,0,0,
10049544,70695-B,XFMR,,161/69,AIRPORT,T3,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,WAUKESHA,2000,,161.7,67.2,161.000,,CONSERVATOR/DIAPHRAGM,OA/FA/FA,8500,0,,1,,T-3,1,0,,
00003-A,C585983-00003-A,XFMR,,4kv,ALEXANDER 4KV,,TRN_IEEE_INC_69KV,OIL,,GE,,,,,13.200,,,,830,0,,1,,,1,,,
10049355,9806401093,LTC,,OLTC,ANTIOCH,T1,LTC_NONDIVERTER_A,OIL,SubTranLTC,MCGE,1993,550 B,69,44.8,69.000,,FREE-BREATHING,OTHER,0,0,,,,T1,1,0,0,McGraw Edison rewound by Southwest Electric in 1993.
10049355,9806401093,XFMR,,161/69,ANTIOCH,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,MCGE-SWE,1999,,69,44.8,69.000,,INERT GAS-PRESSURE,OA/FA/FA,6753,0,,1,,T-1,1,0,,Rebuilt by Southwest 1999.
10049556,19770801,LTC,,OLTC,ANTIOCH,T2,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2000,RMV,69,44.8,69.000,,DESSICANT-BREATHING,OTHER,0,0,,,,T2,1,0,,Rewound by UST in 2000
10049556,19770801,XFMR,,161/69,ANTIOCH,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,MCGE-SWE,2002,,69,44.8,69.000,,INERT GAS-PRESSURE,OA/FA/FA,6575,0,,1,,T-2,1,0,,
10049359,8278437,SEL,,OLTC,AVCO,T2,LTC_SELECTOR_A,OIL,SubTranLTC,GE,1946,LRT 59,69,20,69.000,,SEALED,OA/FA,0,1,,,,T-2,1,0,,TOP COMPARTMENT
10049359,8278437,XFMR,,161/69,AVCO,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1946,,69,20,69.000,,INERT GAS-PRESSURE,OA/FA/FA,5860,0,,1,,T-2,1,0,,
10049359,8278437,DIV,,OLTC,AVCO,T2,LTC_DIVERTER_A,OIL,SubTranLTC,GE,1946,LRT 59,69,,69.000,,SEALED,,0,,,,,080-5TC,1,0,,BOTTOM COMPARTMENT.
10049360,5067767,DIV,,OLTC,AVCO,T3,LTC_DIVERTER_A,OIL,SubTranLTC,WEST,1951,UT,69,20,69.000,1200,FREE-BREATHING,,0,1,,,,T-3,1,0,0,DIVERTER IS IN FRONT TANK AND THE SELECTOR SWITCH IS IN MAIN TANK.
10049360,5067767,XFMR,,161/69,AVCO,T3,TRN_IEEE_INC_69KV,OIL,SubTranLTC,WEST,1951,,69,20,69.000,1200,INERT GAS-PRESSURE,OA/FA/FA,4280,0,,1,,T-3,1,0,,The OLTC Selector switch is located inside the main tank.
0077-10,3329228-0077-10,XFMR,,4kv,BATTLEFIELD,4KV,TRN_IEEE_INC_69KV,OIL,,ALLIS CHALMERS,,,,,13.800,,,,520,,,,,T-41973,,,,
00077-2,3329227-00077-2,XFMR,,4kv,BATTLEFIELD,4KV,TRN_IEEE_INC_69KV,OIL,,ALLIS CHALMERS,,,,,13.800,,,,520,,,,,T-41972,,,,
00077-1,3329226-00077-1,XFMR,,4kv,BATTLEFIELD,4KV,TRN_IEEE_INC_69KV,OIL,,ALLIS CHALMERS,,,,,13.800,,,,520,,,,,T-41971,,,,
10049361,D-561921,LTC,,OLTC,BATTLEFIELD,T1,LTC_NONDIVERTER_A,OIL,SubTranLTC,GE,1961,LRT 65,69,33.3,69.000,,SEALED,,0,1,,1,,T-1,1,0,,REACTOR IS IN THE MAIN TANK IN A BAFFLE. THE REACTOR SAMPLING VALVE IS AT THE BOTTOM OF THE TAPCHANGER CABINET.
10049361,D-561921,XFMR,,161/69,BATTLEFIELD,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1962,,69,33.3,69.000,,CONSERVATOR,OA/FA/FA,8060,0,,1,,T-1,1,0,,
10049361,D-561921,OLTC REACTOR,,OLTC,BATTLEFIELD,T1,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,GE,1961,LRT 65 D3,69-13.8,,69.000,,INERT GAS-PRESSURE,OA/FA,0,0,,1,,,1,0,,"The reactor is located in the main tank. The sampling valve is usually located at the bottom of the LTC cabinet. Do not sample this routinely, only for fault analysis location."
10049362,6992970,DIV,,OLTC,BATTLEFIELD,T2,LTC_DIVERTER_A,OIL,SubTranLTC,WEST,1961,URT,69,33.3,69.000,,FREE-BREATHING,OTHER,0,0,,1,,T-2,1,0,0,DIVERTER IS IN BOTTOM TANK.
10049362,6992970,XFMR,,161/69,BATTLEFIELD,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,WEST,1961,,69,33.3,69.000,,INERT GAS-PRESSURE,OA/FA/FA,7735,0,,1,,T-2,1,0,1,
10049362,6992970,SEL,,OLTC,BATTLEFIELD,T2,LTC_SELECTOR_A,OIL,SubTranLTC,WEST,1961,URT,69,33.3,69.000,,SEALED,OTHER,50,0,,1,,T-2,1,0,0,SELECTOR IS IN TOP COMPARTMENT.
10049363,D-552923,LTC,,OLTC,BATTLEFIELD,T3,LTC_NONDIVERTER_A,OIL,SubTranLTC,GE,1961,LRT 65 D3,69,33.3,69.000,,SEALED,,0,1,,1,,T-3,1,0,,REACTOR IS IN THE MAIN TANK IN A BAFFLE. THE REACTOR SAMPLING VALVE IS AT THE BOTTOM OF THE TAPCHANGER CABINET.
10049363,D-552923,XFMR,,161/69,BATTLEFIELD,T3,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1961,,69,33.3,69.000,,INERT GAS-PRESSURE,OA/FA/FA,8060,0,,1,,T-3,1,0,,
10049363,D-552923,OLTC REACTOR,,OLTC,BATTLEFIELD,T3,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,GE,1961,LRT 65 D3,69-13.8,44.8,69.000,,INERT GAS-PRESSURE,,0,1,,1,,,1,0,,"The reactor is located in the main tank. The sampling valve is usually located at the bottom of the LTC cabinet. Do not sample this routinely, only for fault analysis location."
10048534,0202A9156-201,OCB TANK 1,,,BELLEVUE,A2B,OCB_GENERIC,OIL,TANK 1,,,,,,69.000,,,,0,,,,,A2B TANK 1,1,0,,
10048534,0202A9156-201,OCB TANK 2,,,BELLEVUE,A2B,OCB_GENERIC,OIL,TANK 2,,,,,,0.000,,,,0,,,,,A2B TANK 2,,,,
10048534,0202A9156-201,OCB TANK 3,,,BELLEVUE,A2B,OCB_GENERIC,OIL,TANK 3,,,,,,0.000,,,,0,,,,,A2B TANK 3,,,,
10048535,0202A9156-202,OCB TANK 1,,,BELLEVUE,A3B,OCB_GENERIC,OIL,TANK 1,,,,,,0.000,,,,0,,,,,A3B TANK 1,,,,
10048535,0202A9156-202,OCB TANK 2,,,BELLEVUE,A3B,OCB_GENERIC,OIL,TANK 2,,,,,,0.000,,,,0,,,,,A3B TANK 3,,,,
10048535,0202A9156-202,OCB TANK 3,,,BELLEVUE,A3B,OCB_GENERIC,OIL,TANK 3,,,,,,0.000,,,,0,,,,,A3B TANK 2,,,,
10048536,0141A3058-201,OCB TANK 1,,,BELLEVUE,F1B,OCB_GENERIC,OIL,TANK 1,,,,,,0.000,,,,0,,,,,F1B TANK 1,,,,
10048536,0141A3058-201,OCB TANK 2,,,BELLEVUE,F1B,OCB_GENERIC,OIL,TANK 2,,,,,,0.000,,,,0,,,,,F1B TANK 2,,,,
10048536,0141A3058-201,OCB TANK 3,,,BELLEVUE,F1B,OCB_GENERIC,OIL,TANK 3,,,,,,0.000,,,,0,,,,,F1B TANK 3,,,,
10048537,2-37Y6194,OCB TANK 1,,,BELLEVUE,F2B,OCB_GENERIC,OIL,TANK 1,,,,,,0.000,,,,0,,,,,F2B TANK 1,,,,
10048537,2-37Y6194,OCB TANK 2,,,BELLEVUE,F2B,OCB_GENERIC,OIL,TANK 2,,,,,,0.000,,,,0,,,,,F2B TANK 2,,,,
10048537,2-3746194,OCB TANK 3,,,BELLEVUE,F2B,OCB_GENERIC,OIL,TANK 3,,,,,,0.000,,,,0,,,,,F2B TANK 3,,,,
10049159,27591,OCB,,,BELLEVUE,F4B,OCB_GENERIC,OIL,,,,,,,0.000,,,,0,,,,,F4B TANK 1,,,,
10048539,0141A3057-202,OCB,,,BELLEVUE,F5B,OCB_GENERIC,OIL,,,,,,,0.000,,,,0,,,,,F5B TANK 1,,,,
10048540,0141A3057-201,OCB,,,BELLEVUE,F6B,OCB_GENERIC,OIL,,,,,,,0.000,,,,0,,,,,F6B TANK 1,,,,
10048541,0141A3131-202,OCB,,,BELLEVUE,F7B,OCB_GENERIC,OIL,,,,,,,0.000,,,,0,,,,,F7B TANK 1,,,,
10048542,1-37Y6195,OCB,,,BELLEVUE,F8B,OCB_GENERIC,OIL,,,,,,,0.000,,,,0,,,,,F8B TANK 1,,,,
10048543,26682,OCB,,,BELLEVUE,F9B,OCB_GENERIC,OIL,,,,,,,0.000,,,,0,,,,,F9B TANK 1,,,,
10049364,C-06548-5-1,LTC,,OLTC,BELLEVUE,T1,LTC_NONDIVERTER_A,OIL,SubTranLTC,MCGE,1982,550 CS,69,44.8,69.000,,FREE-BREATHING,,188,0,,1,,T-1,1,0,,
10049364,C-06548-5-1,XFMR,,161/69,BELLEVUE,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,MCGE,1982,,69,44.8,69.000,,INERT GAS-PRESSURE,OA/FA/FA,5025,0,,1,,T-1,1,0,,
10049365,01-8226-60990-1,LTC,,OLTC,BELLEVUE,T2,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,1974,RMV,69,44.8,0.000,,DESSICANT-BREATHING,,345,0,,1,,T-2,1,0,0,
10049365,01-8226-60990-1,XFMR,,161/69,BELLEVUE,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,AC,1974,,69,44.8,69.000,,FREE-BREATHING,OA/FA/FA,6399,0,,1,,T-2,1,0,,
156,PAR-87412-0000156,XFMR,,4kv,BELLSHIRE UN. #2,4kv,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,WESTINGHOUSE,,,,,0.000,,,,0,,,,,,,,,
10049366,C-04371-5-4,LTC,,OLTC,BORDEAUX,T1,LTC_NONDIVERTER_A,OIL,SubTranLTC,MCGE,1971,550 B,69,44.8,69.000,,FREE-BREATHING,,188,0,,1,,T-1,1,0,,
10049366,C-04371-5-4,XFMR,,161/69,BORDEAUX,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,WEST,1971,,69,44.8,69.000,,FREE-BREATHING,OA/FA/FA,6575,0,,1,,T-1,1,0,,
10049367,C-04969-5-3,LTC,,OLTC,BORDEAUX,T2,LTC_NONDIVERTER_A,OIL,SubTranLTC,MCGE,1973,550 BL,69,44.8,69.000,,FREE-BREATHING,,188,0,,1,,T-2,1,0,,
10049367,C-04969-5-3,XFMR,,161/69,BORDEAUX,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,MCGE,1973,,69,44.8,69.000,,INERT GAS-PRESSURE,OA/FA/FA,6750,0,,1,,T-2,1,0,,
10049409,C-04969-5-2,XFMR,,161/69,BRICKCHURCH PK,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,OTC,2011,,69,44.8,69.000,1082,INERT GAS-PRESSURE,OA/FA/FA,6700,0,65,1,,,1,0,,McGraw Edison 1975 rebuilt by OTC in 2011.
10049409,C-04969-5-2,LTC,,OLTC,BRICKCHURCH PK,T1,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2011,RMV II,69,44.8,69.000,1082,INERT GAS-PRESSURE,OA/FA/FA,0,0,65,1,,,1,0,,"McGraw Edison 1975, rebuilt by OTC 2011."
10049408,60593,XFMR,,161/69,BRICKCHURCH PK,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,OTC,2011,,69,44.8,69.000,1082,INERT GAS-PRESSURE,OA/FA/FA,6700,0,65,1,,,1,0,,McGraw Edison 1975 rebuilt by OTC in 2011.
10049408,60593,LTC,,OLTC,BRICKCHURCH PK,T2,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2011,RMV II,69,44.8,0.000,1082,INERT GAS-PRESSURE,OA/FA/FA,0,0,65,1,,,1,0,,"McGraw Edison 1975, rebuilt by OTC 2011."
10049335,A5513,LTC,,OLTC,CANE RIDGE,T1,LTC_RESISTIVE_A,OIL,SubTranLTC,ASEA,1976,UZD,161.7,67.2,161.000,,DESSICANT-BREATHING,,0,0,,1,,T-1,1,0,,UZD Tapchanger
10049335,A5513,XFMR,,161/69,CANE RIDGE,T1,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,RTE-ASEA,1976,,161.7,67.2,161.000,,CONSERVATOR/DIAPHRAGM,OA/FA/FA,9230,0,,1,,T-1,1,0,,
10049336,70292-2,LTC,,OLTC,CANE RIDGE,T2,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,1987,RMV,161.7,67.2,161.000,,DESSICANT-BREATHING,OTHER,0,0,,1,,T-2,1,0,0,TC 525 Tapchanger Retrofitted to Reinhausen RMV
10049336,70292-2,XFMR,,161/69,CANE RIDGE,T2,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,FED PAC,1987,,161.7,67.2,161.000,,CONSERVATOR/DIAPHRAGM,OA/FA/FA,9300,0,,1,,T-2,1,0,,
10049370,6533114,DIV,,OLTC,CENTRAL,T1,LTC_DIVERTER_A,OIL,SubTranLTC,WEST,1955,URT,69,33.3,69.000,,FREE-BREATHING,OTHER,400,0,,1,,T-1 OH,1,0,0,DIVERTER IS IN BOTTOM TANK.
10049370,6533114,XFMR,,161/69,CENTRAL,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,WEST,1955,,69,33.3,69.000,,CONSERVATOR/DIAPHRAGM,OA/FA,5853,0,,1,,T-1 OH,1,0,,
10049370,6533114,SEL,,OLTC,CENTRAL,T1,LTC_SELECTOR_A,OIL,SubTranLTC,WEST,1955,URT,69,33.3,69.000,,SEALED,OTHER,0,0,,1,,T-1 OH,1,0,0,SELECTOR IS IN TOP COMPARTMENT.
10049371,6533113,DIV,,OLTC,CENTRAL,T2,LTC_DIVERTER_A,OIL,SubTranLTC,WEST,1966,URT,69,33.3,69.000,,FREE-BREATHING,OTHER,400,0,,1,,T-2 OH,1,0,0,DIVERTER IS IN BOTTOM TANK.
10049371,6533113,XFMR,,161/69,CENTRAL,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,WEST,1955,,69,33.3,69.000,,INERT GAS-PRESSURE,OA/FA,5853,0,,1,,T-2 OH,1,0,,
10049371,6533113,SEL,,OLTC,CENTRAL,T2,LTC_SELECTOR_A,OIL,SubTranLTC,WEST,1966,URT,69,33.3,69.000,,SEALED,OTHER,0,0,,1,,T-2 OH,1,0,0,SELECTOR IS IN TOP COMPARTMENT.
10049372,930993,LTC,,OLTC,CENTRAL,T3,LTC_NONDIVERTER_A,OIL,SubTranLTC,MOLONEY,1959,MC,69,40,69.000,,FREE-BREATHING,,0,0,,1,,T-3 UG,1,0,,
10049372,930993,XFMR,,161/69,CENTRAL,T3,TRN_IEEE_INC_69KV,OIL,SubTranLTC,MOLONEY,1959,,69,40,69.000,,INERT GAS-PRESSURE,OA/FA,7350,0,,1,,T-3 UG,1,0,,
10049373,D-589468,LTC,,OLTC,CENTRAL,T4,LTC_NONDIVERTER_A,OIL,SubTranLTC,GE,1966,LRT 65 D3,69,44.8,69.000,,SEALED,,0,0,,1,,T-4 UG,1,0,,REACTOR IS IN THE MAIN TANK IN A BAFFLE. THE REACTOR SAMPLING VALVE IS AT THE BOTTOM OF THE TAPCHANGER CABINET.
10049373,D-589468,XFMR,,161/69,CENTRAL,T4,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1966,,69,44.8,69.000,,INERT GAS-PRESSURE,OA/FA/FOA,7600,0,,1,,T-4 UG,1,0,,
10049373,D-589468,OLTC REACTOR,,OLTC,CENTRAL,T4,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,GE,1966,LRT 65 D3,69-13.8,44.8,69.000,,INERT GAS-PRESSURE,,100,0,,1,,,1,0,,"The reactor is located in the main tank. The sampling valve is usually located at the bottom of the LTC cabinet. Do not sample this routinely, only for fault analysis location."
10048607,K-6566175BJ-201,OCB,,,CLIFTON,B6B,OCB_GENERIC,OIL,,GE,,,,,0.000,,,,0,,,,,B6B,,,,
10049374,C-179420,LTC,,OLTC,CLIFTON,T2,LTC_NONDIVERTER_A,OIL,SubTranLTC,GE,1954,LRT 83 D3A,69,20,69.000,,SEALED,,0,0,,1,,T-2,1,0,,
10049374,C-179420,XFMR,,161/69,CLIFTON,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1954,,69,20,69.000,,CONSERVATOR/DIAPHRAGM,OA/FA,5860,0,,1,,T-2,1,0,,
10049522,6530050,DIV,,OLTC,CLIFTON,T3,LTC_DIVERTER_A,OIL,SubTranLTC,WEST,1954,UT,69,20,69.000,,FREE-BREATHING,OTHER,0,0,,1,,T-3,1,0,0,DIVERTER IS IN FRONT TANK AND THE SELECTOR SWITCH IS IN MAIN TANK.
10049522,6530050,XFMR,,161/69,CLIFTON,T3,TRN_IEEE_INC_69KV,OIL,SubTranLTC,WEST,1954,,69,20,69.000,,INERT GAS-PRESSURE,OA/FA,4280,0,,1,,T-3,1,0,,
107542,E40220712,XFMR,,161/69,CRAIGHEAD,T2,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,DSTAR,2012,,,36/48/60//67,161.000,,INERT GAS-PRESSURE,OA/FA/FA,10335,0,,,,,1,0,,
107542,E40220712,LTC,,OLTC,CRAIGHEAD,T2,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2012,RMV II,,36/48/60//67,161.000,,DESSICANT-BREATHING,OA,280,0,,1,,,1,0,,
107541,E40210612,XFMR,,161/69,CRAIGHEAD,T3,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,DSTAR,2012,,,36/48/60//67,161.700,,INERT GAS-PRESSURE,OA/FA/FA,10335,0,65,1,,,1,0,,Energized 8-24-2012
107541,E40210612,LTC,,OLTC,CRAIGHEAD,T3,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2012,RMV II,,36/48/60//67,161.000,,DESSICANT-BREATHING,OA,280,0,,1,,,1,0,,Energized 8-24-2012
10049248,41392-2,OCB TANK 3,,,DAVIDSON RD,H2B,OCB_GENERIC,OIL,TANK 3,SIEMENS ALLIS,,,,,0.200,,,,1750,,,,,H2B C-PHASE,,,,
10049248,41392-2,OCB TANK 2,,,DAVIDSON RD,H2B,OCB_GENERIC,OIL,TANK 2,SIEMENS ALLIS,,,,,0.200,,,,1750,,,,,H2B B-PHASE,,,,
10049248,41392-2,OCB TANK 1,,,DAVIDSON RD,H2B,OCB_GENERIC,OIL,TANK 1,SIEMENS ALLIS,,,,,0.200,,,,1750,,,,,H2B A-PHASE,,,,
10049249,41267-4,OCB TANK 2,,,DAVIDSON RD,H3B,OCB_GENERIC,OIL,TANK 2,SIEMENS ALLIS,,,,,0.200,,,,1750,,,,,H3B B-PHASE,,,,
