equipnum,serialnum,apprtype,owner_name,region_name,substn_name,designation,norm_name,fluidtype,eqp_desc,mfr,year_mfg,model,kv_ratings,mva_ratings,ratedkv,ratedamps,oilpres,cooling,fluidvol,has_filtration,temp_rise,triphase,pct_impedance_hx,external_id,in_service,spare,surveillance,eqp_remarks
10049249,41267-4,OCB TANK 1,,,DAVIDSON RD,H3B,OCB_GENERIC,OIL,TANK 1,SIEMENS ALLIS,,,,,0.200,,,,1750,,,,,H3B A-PHASE,,,,
10049249,41267-4,OCB TANK 3,,,DAVIDSON RD,H3B,OCB_GENERIC,OIL,TANK 3,SIEMENS ALLIS,,,,,0.200,,,,1750,,,,,H3B C-PHASE,,,,
10049250,41267-1,OCB TANK 3,,,DAVIDSON RD,H4B,OCB_GENERIC,OIL,TANK 3,SIEMENS ALLIS,,,,,0.200,,,,1750,,,,,H4B C-PHASE,,,,
10049250,41267-1,OCB TANK 2,,,DAVIDSON RD,H4B,OCB_GENERIC,OIL,TANK 2,SIEMENS ALLIS,,,,,0.200,,,,1750,,,,,H4B B-PHASE,,,,
10049250,41267-1,OCB TANK 1,,,DAVIDSON RD,H4B,OCB_GENERIC,OIL,TANK 1,SIEMENS ALLIS,,,,,0.200,,,,1750,,,,,H4B A-PHASE,,,,
10049512,A6981T,LTC,,OLTC,DAVIDSON RD,T2,LTC_RESISTIVE_A,OIL,SubTranLTC,ASEA,1985,UZD,161.7,67.2,161.700,,DESSICANT-BREATHING,,100,0,,1,,T-2,1,0,,
10049512,A6981T,XFMR,,161/69,DAVIDSON RD,T2,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,ASEA,1985,,161.7,67.2,161.000,,INERT GAS-PRESSURE,OA/FA/FA,10000,0,,1,,T-2,1,0,,
10049550,19790-10101,LTC,,OLTC,DAVIDSON RD,T3,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,1971,RMV,161.7,67.2,161.000,,DESSICANT-BREATHING,,345,0,,1,,T-3,1,0,,
10049550,19790-10101,XFMR,,161/69,DAVIDSON RD,T3,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,FER PACK,2000,,161.7,67.2,161.000,,CONSERVATOR/DIAPHRAGM,OA/FA/FA,6575,0,,1,,T-3,1,0,,
10049514,5067766,DIV,,OLTC,DISPOSED,SOLD FROM HARPETH HILLS?,LTC_DIVERTER_A,OIL,SubTranLTC,WESTINGHOUSE,1950,WHSE UT,69,20,13.800,1200,SEALED,,450,,,,,,0,1,,DIVERTER IS IN FRONT TANK AND THE SELECTOR SWITCH IS IN MAIN TANK.
10049338,C-06262-5-1,SEL,,OLTC,DONELSON,FAILED T2,LTC_SELECTOR_A,OIL,SubTranLTC,MCGE,1980,397 D,161.7,67.2,0.000,,INERT GAS-PRESSURE,,0,0,,1,,T-2,0,0,0,"MIDDLE COMPARTMENT, BETWEEN INTERRUPTER AND MAIN TANK."
10049338,C-06262-5-1,DIV,,OLTC,DONELSON,FAILED T2,LTC_VACUUM_A,OIL,SubTranLTC,MCGE,1980,397 D,161.7,,161.000,,DESSICANT-BREATHING,,0,0,,1,,,0,0,,FRONT COMPARTMENT.
10049429,70270-1,LTC,,OLTC,DONELSON,T1,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,1986,RMV II,161.7,67.2,161.000,,DESSICANT-BREATHING,OTHER,0,0,,1,,T-1,1,0,0,REINHAUSEN RETRO-FIT
10049429,70270-1,XFMR,,161/69,DONELSON,T1,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,FED PAC,1986,,161.7,67.2,161.000,,INERT GAS-PRESSURE,OA/FA/FA,9730,0,,1,,T-12,1,0,,"Drawer:49,Book:75"
10049338,C-06262-5-1,XFMR,,161/69,DONELSON,T2,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,MCGE,1980,,161.7,67.2,161.000,,INERT GAS-PRESSURE,OA/FA/FA,14720,0,,1,,T-2,0,0,,Oil is contaminated with a chemical that acts like silicon under a vacuum. The oil must not be mixed with storage oil.
10049376,70322-1,LTC,,OLTC,DONELSON,T2 SPARE,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,1987,RMV,161.7,67.2,161.000,,DESSICANT-BREATHING,OTHER,0,0,,1,,T-2,1,0,0,
10049376,70322-1,XFMR,,161/69,DONELSON,T2 SPARE,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,NAT,1987,,161.7,67.2,161.000,,CONSERVATOR/DIAPHRAGM,OA/FA/FA,12020,0,,1,,T-2,1,0,,
00012-1,1926225-00012-1,XFMR,,4kv,DUNN ST #1,,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,MOLONEY,,,,,23.900,,,,720,,,,,,,,,
10049384,3153112,XFMR,,161/69,DUPONT #1,T1,TRN_IEEE_INC_69KV,OIL,SubTranNonLTC,AC,1947,,69,20,72.000,,INERT GAS-PRESSURE,OA/FA/FA,3434,0,,1,,T-1,1,0,,
10049385,3153111,XFMR,,161/69,DUPONT #1,T2,TRN_IEEE_INC_69KV,OIL,SubTranNonLTC,AC,1947,,69,20,72.000,,INERT GAS-PRESSURE,OA/FA/FA,3434,0,,1,,T-2,1,0,,
10049386,P-660338,XFMR,,161/69,DUPONT #1,T3,TRN_IEEE_INC_69KV,OIL,SubTranNonLTC,MOLONEY,1966,,69,20,72.000,,INERT GAS-PRESSURE,OA/FA/FA,2320,0,,1,,T-3,1,0,,
106793,3516703,XFMR,,161/69,DUPONT #2,T1,TRN_IEEE_INC_69KV,OIL,SubTranNonLTC,AC,1963,,69,20,72.000,,INERT GAS-PRESSURE,OA/FA/FA,2045,0,,1,,T-1,1,0,,
106817,3516702,XFMR,,161/69,DUPONT #2,T2,TRN_IEEE_INC_69KV,OIL,SubTranNonLTC,AC,1963,,69,20,72.000,,INERT GAS-PRESSURE,OA/FA/FA,2045,0,,1,,T-2,1,0,,
106818,P650327,XFMR,,161/69,DUPONT #2,T3,TRN_IEEE_INC_69KV,OIL,SubTranNonLTC,MOLONEY,1965,,69,20,72.000,,INERT GAS-PRESSURE,OA/FA,2320,0,,,,T-3,1,0,,
220,3153402,XFMR,Customer,161/69,DUPONT #3,,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,AC,,,,,69.000,,,,3434,,,,,DUPONT #1,0,0,,
10049379,D-573963,LTC,,OLTC,EAST,T1,LTC_NONDIVERTER_A,OIL,SubTranLTC,GE,1965,LRT 65 D3,69,44.8,69.000,,SEALED,,0,0,,1,,T-2,1,0,,REACTOR IS IN THE MAIN TANK IN A BAFFLE. THE REACTOR SAMPLING VALVE IS AT THE BOTTOM OF THE TAPCHANGER CABINET.
10049379,D-573963,XFMR,,161/69,EAST,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1965,,69,44.8,69.000,,CONSERVATOR/DIAPHRAGM,OA/FA,8485,0,,1,,T-2,1,0,,
10049379,D-573963,OLTC REACTOR,,OLTC,EAST,T1,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,GE,1965,LRT 65 D3,69-13.8,44.8,69.000,,CONSERVATOR/DIAPHRAGM,,100,,,1,,,1,0,,"The reactor is located in the main tank. The sampling valve is usually located at the bottom of the LTC cabinet. Do not sample this routinely, only for fault analysis location."
10049391,6537375,DIV,,OLTC,EAST,T3,LTC_DIVERTER_A,OIL,SubTranLTC,WEST,1946,URT,69,40,69.000,,FREE-BREATHING,,0,0,,1,,T-3,1,0,,DIVERTER IS IN BOTTOM TANK.
10049391,6537375,XFMR,,161/69,EAST,T3,TRN_IEEE_INC_69KV,OIL,SubTranLTC,WEST,1946,,69,20,69.000,,INERT GAS-PRESSURE,OA/FA/FA,5400,0,,1,,T-3,1,0,1,
10049391,6537375,SEL,,OLTC,EAST,T3,LTC_SELECTOR_A,OIL,SubTranLTC,WEST,1946,URT,69,40,69.000,,SEALED,,0,0,,1,,T-3,1,0,,SELECTOR IS IN TOP COMPARTMENT.
10049392,01-8226-60990-2,LTC,,OLTC,EDENWOLD,T1,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,1974,RMV II,69,44.4,69.000,,DESSICANT-BREATHING,OTHER,0,0,,1,,T-1 TAPC,1,0,0,RMV Retrofit
10049392,01-8226-60990-2,XFMR,,161/69,EDENWOLD,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,AC,1974,,69,40,69.000,,INERT GAS-PRESSURE,OA/FA/FA,7132,0,,1,,T-1,1,0,,
10049510,9307401979,LTC,,OLTC,EDENWOLD,T2,LTC_NONDIVERTER_A,OIL,SubTranLTC,MCGE,1993,550 B,69,44.8,69.000,,FREE-BREATHING,OTHER,0,0,,1,,T-2 TAPC,1,0,0,
10049510,9307401979,XFMR,,161/69,EDENWOLD,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,MCGE-SWE,1993,,69,44.8,69.000,,INERT GAS-PRESSURE,OA/FA/FA,6565,0,,1,,00081-8,1,0,1,McGraw Edison rebuilt by Southwest 1993.
10049439,1-0140-25883-1,DIV,,OLTC,EDGEHILL,T1,LTC_DIVERTER_A,OIL,SubTranLTC,AC,1956,TLB,69,33.3,69.000,,SEALED,,0,0,,1,,T-1,1,0,,BOTTOM COMPARTMENT
10049439,1-0140-25883-1,XFMR,,161/69,EDGEHILL,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,AC,1956,,69,33.3,69.000,,INERT GAS-PRESSURE,OA/FA/FA,5960,0,,1,,T1,1,0,,
10049439,1-0140-25883-1,SEL,,OLTC,EDGEHILL,T1,LTC_SELECTOR_A,OIL,SubTranLTC,AC,1956,TLB,69,33.3,69.000,,SEALED,,0,0,,1,,T-1,1,0,,TOP COMPARTMENT
10049440,D-573965,XFMR,,161/69,EDGEHILL,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1946,,69,33.3,69.000,,INERT GAS-PRESSURE,OA/FA/FA,6270,1,,1,,T-2,1,0,,
10049440,D-573965,LTC,,OLTC,EDGEHILL,T2,LTC_DIVERTER_A,OIL,SubTranLTC,GE,1946,LRT 65 D3,69,,69.000,,FREE-BREATHING,,0,1,,1,,,1,0,,
10049440,D-573965,OLTC REACTOR,,OLTC,EDGEHILL,T2,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,GE,1946,LRT 65 D3,69-13.8,,69.000,,INERT GAS-PRESSURE,,0,0,,1,,,1,0,,"The reactor is located in the main tank. The sampling valve is usually located at the bottom of the LTC cabinet. Do not sample this routinely, only for fault analysis location."
10049517,C-01590-5-2,DIV,,OLTC,EDGEHILL,T3,LTC_DIVERTER_A,OIL,SubTranLTC,PENN,1963,394,69,37.3,69.000,,SEALED,,0,0,,1,,T-3,1,0,,DIVERTER IS IN FRONT COMPARTMENT.
10049517,C-01590-5-2,XFMR,,161/69,EDGEHILL,T3,TRN_IEEE_INC_69KV,OIL,SubTranLTC,PENN,1963,,69,33.3,69.000,,INERT GAS-PRESSURE,OA/FA/FA,5980,0,,1,,T-3,1,0,,
10049517,C-01590-5-2,SEL,,OLTC,EDGEHILL,T3,LTC_SELECTOR_A,OIL,SubTranLTC,PENN,1963,394,69,,0.000,,INERT GAS-PRESSURE,,0,,,1,,,1,0,,SELECTOR IS IN MIDDLE TANK BETEWWN DIVERTER AND MAIN TANK. IT HAS A GAS HEADSPACE THAT IS CONNECTED TO THE MAIN TANK.
10049398,8278436,DIV,,OLTC,ELM HILL,T1,LTC_DIVERTER_A,OIL,SubTranLTC,GE,1946,LRT 59,69,26.6,69.000,,FREE-BREATHING,,0,0,,1,,T-1,1,0,,DIVERTER IS LOCATED IN BOTTOM COMPARTMENT.
10049398,8278436,XFMR,,161/69,ELM HILL,T1,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1946,OAPT,69,26.6,69.000,,INERT GAS-PRESSURE,OA/FA,6280,0,,1,,T-1,1,0,1,
10049398,8278436,SEL,,OLTC,ELM HILL,T1,LTC_SELECTOR_A,OIL,SubTranLTC,GE,1946,LRT 59,69,,69.000,,SEALED,,0,,,,,081-4TC,1,0,,SELECTOR IS LOCATED TOP COMPARTMENT.
10049523,8278435,DIV,,OLTC,ELM HILL,T2,LTC_DIVERTER_A,OIL,SubTranLTC,GE,1946,LRT 59,69,26.6,69.000,,FREE-BREATHING,,0,0,,1,,T-2,1,0,,DIVERTER IS LOCATED IN BOTTOM COMPARTMENT.
10049523,8278435,XFMR,,161/69,ELM HILL,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1946,OAPT,69,26.6,69.000,,INERT GAS-PRESSURE,OA/FA/FA,6280,0,,1,,T-2,1,0,,
10049523,8278435,SEL,,OLTC,ELM HILL,T2,LTC_SELECTOR_A,OIL,SubTranLTC,GE,1946,LRT 59,69,,69.000,,SEALED,,320,,,,,0081-1A,1,0,,SELECTOR IS LOCATED IN TOP COMPARTMENT.
10049339,70370-1,LTC,,OLTC,ELYSIAN FIELDS,T1,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,1989,RMV,161.7,67.2,161.700,,DESSICANT-BREATHING,OTHER,345,0,,1,,T-1,1,0,0,RMV Retrofit
10049339,70370-1,XFMR,,161/69,ELYSIAN FIELDS,T1,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,NAT,1989,,161.7,67.2,161.000,,CONSERVATOR/DIAPHRAGM,OA/FA/FA,9531,0,,1,,T-1,1,0,,
10049340,70153-1,LTC,,OLTC,ELYSIAN FIELDS,T2,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,1980,RMV,161.7,67.2,161.700,,DESSICANT-BREATHING,OTHER,345,0,,1,,T-2,1,0,0,RMV Retrofit
10049340,70153-1,XFMR,,161/69,ELYSIAN FIELDS,T2,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,FED PAC,1980,,161.7,67.2,161.000,,CONSERVATOR/DIAPHRAGM,OA/FA/FA,9036,0,,1,,T-2,1,0,,
10049390,930992,LTC,,OLTC,FAILED,FAILED EAST T1,LTC_NONDIVERTER_A,OIL,TOP COMPARTMENT,MOLONEY,1959,MC,69-13.8/7960,40,69.000,,SEALED,,0,0,,1,,T-1,0,0,,Failed April 2011 D.D.
10049495,1922211,XFMR,,161/69,FAILED,FAILED GAF,TRN_IEEE_INC_69_288KV,OIL,,MOLONEY,,,,,72.000,,,,6845,,,,,GAF,0,,,
10049425,RFP-3272-1,XFMR,,161/69,FAILED,FAILED PENNINGTON BEND,TRN_IEEE_INC_69_288KV,OIL,POWER TRANSFORMER,WESTINGHOUSE,,,,,69.000,,INERT GAS-PRESSURE,,79300,0,,1,,FAILED,0,0,,
140,K547333-0000140,XFMR,,161/69,FAILED,FAILED SOUTH R-2,REG_GENERIC,OIL,,G.E.,,,,,13.800,,,,3720,,,,,FAILED R-2,0,0,,
10049451,1922212,XFMR,,161/69,FAILED,FAILED TENTH,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,MOLONEY,1959,,69-13.8/7960,33,69.000,,INERT GAS-PRESSURE,OA/FA/FA,6025,0,,1,,T-3,0,,,
10049451,1922212,LTC,,OLTC,FAILED,FAILED TENTH T3,LTC_NONDIVERTER_A,OIL,POWER TRANSFORMER,MOLONEY,1959,MC,69-13.8/7960,33.3,69.000,,FREE-BREATHING,,0,0,,1,,T-3 LTC,0,,,
00019-1,C-498553,XFMR,,161/69,FAILED,FAILED WATKINS PARK,TRN_IEEE_INC_69_288KV,OIL,,G.E.,,,,,69.000,,,,0,,,,,FAILED T2,0,,,
00053-1,C-498552,XFMR,,161/69,FAILED,FAILED WATKINS PARK,TRN_IEEE_INC_69_288KV,OIL,POWER TRANSFORMER,GE,,,,,69.000,,INERT GAS-PRESSURE,,8675,0,,1,,FAILED T1,0,0,,
10049410,C-04371-5-2,XFMR,,161/69,FAILED,STORED AT HILLSBORO,TRN_IEEE_INC_69_288KV,OIL,,MCGRAW EDISON,,,69-23.9,,69.000,,,,6575,,,,,SPARE T1,0,1,,
053-1TC,C498552,DIV,,OLTC,FAILED,WATKINS PARK,LTC_DIVERTER_A,OIL,TOP COMPARTMENT,GE,1955,LRT 59,69-13.8/7960,44.8,69.000,,FREE-BREATHING,,445,0,,1,,FAILED T1,0,,,
10049399,D-574903,LTC,,OLTC,FINN ST,T2,LTC_NONDIVERTER_A,OIL,SubTranLTC,GE,1963,LRT 65 D3,69,40,69.000,,SEALED,,0,0,,1,,038-1TC,1,0,,REACTOR IS IN THE MAIN TANK IN A BAFFLE. THE REACTOR SAMPLING VALVE IS AT THE BOTTOM OF THE TAPCHANGER CABINET.
10049399,D-574903,XFMR,,161/69,FINN ST,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1963,,69,40,69.000,,INERT GAS-PRESSURE,OA/FA/FA,8485,0,,,,T-2,1,0,,
10049399,D-574903,OLTC REACTOR,,OLTC,FINN ST,T2,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,GE,1963,LRT 65 D3,69-13.8,44.8,69.000,,INERT GAS-PRESSURE,,100,0,,1,,,1,0,,"The reactor is located in the main tank. The sampling valve is usually located at the bottom of the LTC cabinet. Do not sample this routinely, only for fault analysis location."
10049400,D-575065,LTC,,OLTC,FINN ST,T3,LTC_NONDIVERTER_A,OIL,SubTranLTC,GE,1963,LRT 65 D3,69,40,69.000,,SEALED,,0,0,,1,,075-5TC,1,0,,REACTOR IS IN THE MAIN TANK IN A BAFFLE. THE REACTOR SAMPLING VALVE IS AT THE BOTTOM OF THE TAPCHANGER CABINET.
10049400,D-575065,XFMR,,161/69,FINN ST,T3,TRN_IEEE_INC_69KV,OIL,SubTranLTC,GE,1964,,69,40,69.000,,INERT GAS-PRESSURE,OA/FA/FA,8485,0,,1,,T-3,1,0,,
10049400,D-575065,OLTC REACTOR,,OLTC,FINN ST,T3,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,GE,1964,LRT 65 D3,69-13.8,44.8,69.000,,INERT GAS-PRESSURE,,100,0,,1,,,1,0,,"The reactor is located in the main tank. The sampling valve is usually located at the bottom of the LTC cabinet. Do not sample this routinely, only for fault analysis location."
10049471,4088179,DIV,Customer,OLTC,FORD/ZELEDYNE,,LTC_DIVERTER_A,OIL,SubTranLTC,WEST,1950,UT,69,20,69.000,1200,SEALED,,,,,1,,,0,0,0,DIVERTER IS IN FRONT TANK AND THE SELECTOR SWITCH IS IN MAIN TANK.
10049471,4088179,XFMR,Customer,161/69,FORD/ZELEDYNE,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,WEST,1949,SHELL FORM,69,15/20,65.000,,FREE-BREATHING,OA/FA/FA,3400,0,,1,,T-1,0,0,0,REMOVED FROM IKG AND RECOMMISSIONED AND SOLD TO FORD GLASS PLANT. D.D.
105871,TP-839,LTC,,OLTC,FOREST HILLS,T1,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2010,RMV II,161.7,224,161.700,,DESSICANT-BREATHING,,345,,,,,00681TC,1,0,,
105871,TP-839,XFMR,,161/69,FOREST HILLS,T1,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,SIEMENS,2010,,161.7,224,750.000,,CONSERVATOR,OA/FA/FA,15750,0,,1,,681,1,0,,
103022,G1686-04,LTC,,OLTC,FOREST HILLS,T3,LTC_VACUUM_A,OIL,SubTranLTC,REINHAUSEN,2006,RMV II,161.7,67.2,161.700,,DESSICANT-BREATHING,OTHER,345,0,,1,,T-3 TAP CHANGER,1,0,0,
103022,G1686-04,XFMR,,161/69,FOREST HILLS,T3,TRN_IEEE_INC_69_288KV,OIL,SubTranLTC,GE-PROLEC,2006,ONAN/ONAF/ONAF,161.7,67.2,161.700,,CONSERVATOR/DIAPHRAGM,OA/FA/FA,8584,0,,1,,T-3,1,0,,
470,2527095191-0000470,XFMR,,4kv,GAF,9654-800-3 GAF PAD,TRN_IEEE_INC_69KV,OIL,,HOWARD,,,,,0.000,,,,0,,,,,,,,,
405,2520202403-0000405,XFMR,,4kv,GAF,PADMOUNT,TRN_IEEE_INC_69KV,OIL,POWER TRANSFORMER,HOWARD IND,,,,,13.800,,,,852,,,,,9654-803,,,,
486,Q582704-TOV-0000486,XFMR,,4kv,GAF,PADMOUNT,TRN_IEEE_INC_69KV,OIL,,GE,,,,,13.800,,,,0,,,,,9654-800-4,,,,
527,99J899346-0000527,XFMR,,4kv,GAF,PADMOUNT,TRN_IEEE_INC_69KV,OIL,,ABB,,,,,14.400,,,,539,,,,,9654-800-1,,,,
10049438,1-0140-25883-2,DIV,,OLTC,GAF,T2,LTC_DIVERTER_A,OIL,SubTranLTC,AC,1956,TLB,69,33.3,69.000,,SEALED,,0,0,,1,,T-2,1,0,,INTERRUPTERS ARE LOCATED IN BOTTOM COMPARTMENT.
10049438,1-0140-25883-2,XFMR,,161/69,GAF,T2,TRN_IEEE_INC_69KV,OIL,SubTranLTC,AC,1956,,69,33.3,69.000,,INERT GAS-PRESSURE,OA/FA/FA,5960,0,,1,,T-2,1,0,,
10049438,1-0140-25883-2,SEL,,OLTC,GAF,T2,LTC_SELECTOR_A,OIL,SubTranLTC,AC,1956,TLB,69,33.3,69.000,,SEALED,,0,0,,1,,T-2,1,0,,SELECTOR IS LOCATED IN TOP COMPARTMENT.
10049496,6537376,DIV,,OLTC,GAF,T3,LTC_DIVERTER_A,OIL,SubTranLTC,WEST,1958,URT,69,33.3,69.000,,SEALED,,0,0,,1,,T-3,1,0,,DIVERTER IS IN BOTTOM TANK.
10049496,6537376,XFMR,,161/69,GAF,T3,TRN_IEEE_INC_69KV,OIL,SubTranLTC,WEST,1958,,69,33.3,69.000,,INERT GAS-PRESSURE,OA/FA/FA,3855,1,,0,,T-3,1,0,,
10049496,6537376,SEL,,OLTC,GAF,T3,LTC_SELECTOR_A,OIL,SubTranLTC,WEST,1958,URT,69,33.3,69.000,,SEALED,,0,0,,1,,T-3,1,0,,SELECTOR IS IN TOP COMPARTMENT.
